"Date","Price","Open","High","Low","Change %"
"Feb 27, 2018","592.13","587.47","592.86","587.08","0.75%"
"Feb 26, 2018","587.73","590.20","590.20","587.00","-0.47%"
"Feb 23, 2018","590.50","592.60","594.10","590.20","-0.29%"
"Feb 22, 2018","592.23","594.83","596.34","592.17","-0.53%"
"Feb 21, 2018","595.38","595.33","596.48","593.49","0.02%"
"Feb 20, 2018","595.25","594.73","597.30","594.12","0.13%"
"Feb 19, 2018","594.50","593.58","595.73","593.58","0.18%"
"Feb 16, 2018","593.45","592.90","593.78","591.60","0.01%"
"Feb 15, 2018","593.38","594.27","594.73","590.89","-0.08%"
"Feb 14, 2018","593.88","598.17","599.65","593.88","-0.72%"
"Feb 13, 2018","598.20","597.95","598.20","594.05","0.03%"
"Feb 12, 2018","598.02","604.54","604.54","597.94","-1.11%"
"Feb 09, 2018","604.75","603.30","605.91","601.50","0.27%"
"Feb 08, 2018","603.15","598.80","604.05","597.85","0.65%"
"Feb 07, 2018","599.26","599.28","600.11","593.83","-0.01%"
"Feb 06, 2018","599.29","602.72","604.16","599.17","-0.57%"
"Feb 05, 2018","602.70","603.00","605.25","600.60","-0.02%"
"Feb 02, 2018","602.80","597.30","604.05","596.70","0.84%"
"Feb 01, 2018","597.75","602.65","603.41","596.41","-0.76%"
"Jan 31, 2018","602.30","606.82","606.90","600.56","-0.75%"
"Jan 30, 2018","606.84","603.60","608.27","601.20","0.54%"
"Jan 29, 2018","603.57","602.60","605.90","602.60","0.13%"
"Jan 26, 2018","602.80","599.53","603.00","597.53","0.51%"
"Jan 25, 2018","599.75","603.23","603.23","598.38","-0.50%"
"Jan 24, 2018","602.75","609.23","609.36","602.15","-1.12%"
"Jan 23, 2018","609.58","605.28","610.43","605.28","0.75%"
"Jan 22, 2018","605.05","608.21","608.21","604.46","-0.48%"
"Jan 19, 2018","607.99","605.91","609.27","604.48","0.42%"
"Jan 18, 2018","605.42","606.56","606.76","604.41","-0.23%"
"Jan 17, 2018","606.79","606.76","606.96","603.42","-0.04%"
"Jan 16, 2018","607.05","603.14","607.74","603.14","0.65%"
"Jan 15, 2018","603.15","603.80","603.80","599.40","-0.10%"
"Jan 12, 2018","603.75","605.63","606.13","602.50","-0.31%"
"Jan 11, 2018","605.62","608.80","609.88","604.96","-0.49%"
"Jan 10, 2018","608.61","607.55","610.80","606.07","0.13%"
"Jan 09, 2018","607.85","605.64","608.99","605.48","0.37%"
"Jan 08, 2018","605.62","605.06","608.48","604.36","-0.00%"
"Jan 05, 2018","605.65","605.90","608.15","603.95","-0.02%"
"Jan 04, 2018","605.77","607.33","607.33","602.27","-0.19%"
"Jan 03, 2018","606.95","606.65","607.64","603.24","0.08%"
"Jan 02, 2018","606.49","615.87","615.87","606.39","-1.45%"
"Jan 01, 2018","615.40","615.40","615.40","615.40","0.00%"
"Dec 29, 2017","615.40","615.29","615.75","614.12","0.10%"
"Dec 28, 2017","614.80","616.33","616.34","613.53","-0.27%"
"Dec 27, 2017","616.47","619.35","619.42","615.81","-0.42%"
"Dec 26, 2017","619.05","620.09","620.09","618.33","-0.55%"
"Dec 25, 2017","622.50","622.50","622.50","622.50","0.01%"
"Dec 22, 2017","622.41","621.36","623.64","620.72","0.26%"
"Dec 21, 2017","620.81","620.26","622.33","619.29","0.16%"
"Dec 20, 2017","619.80","620.20","622.05","617.52","-0.17%"
"Dec 19, 2017","620.83","622.10","623.78","619.03","-0.20%"
"Dec 18, 2017","622.10","636.60","636.60","620.33","-2.30%"
"Dec 15, 2017","636.75","638.25","640.47","635.35","-0.30%"
"Dec 14, 2017","638.65","644.35","646.75","637.20","-1.19%"
"Dec 13, 2017","646.37","651.21","652.79","646.11","-1.18%"
"Dec 12, 2017","654.11","655.63","658.08","652.96","-0.31%"
"Dec 11, 2017","656.12","655.82","657.58","653.88","0.08%"
"Dec 08, 2017","655.58","655.40","656.18","655.12","0.05%"
"Dec 07, 2017","655.25","652.58","656.87","652.58","0.17%"
"Dec 06, 2017","654.11","653.51","655.43","652.52","0.08%"
"Dec 05, 2017","653.56","651.68","655.01","650.91","0.86%"
"Dec 04, 2017","647.98","647.77","650.12","647.48","0.03%"
"Dec 01, 2017","647.80","648.30","652.80","645.60","0.07%"
"Nov 30, 2017","647.35","643.15","649.30","642.15","0.50%"
"Nov 29, 2017","644.11","641.31","645.20","640.70","0.44%"
"Nov 28, 2017","641.30","637.77","644.14","637.77","0.53%"
"Nov 27, 2017","637.93","633.10","639.22","633.10","0.61%"
"Nov 24, 2017","634.08","634.75","635.64","632.56","-0.16%"
"Nov 23, 2017","635.10","633.75","636.00","632.30","0.26%"
"Nov 22, 2017","633.48","635.02","636.21","633.02","-0.16%"
"Nov 21, 2017","634.50","636.35","638.27","633.95","-0.33%"
"Nov 20, 2017","636.60","625.18","639.35","625.18","1.60%"
"Nov 17, 2017","626.60","630.36","631.74","625.42","-0.59%"
"Nov 16, 2017","630.29","632.41","633.19","629.16","-0.44%"
"Nov 15, 2017","633.05","632.20","634.53","629.92","0.20%"
"Nov 14, 2017","631.76","629.99","632.97","628.01","0.40%"
"Nov 13, 2017","629.25","632.07","633.79","628.85","-0.39%"
"Nov 10, 2017","631.70","630.40","632.42","629.75","0.19%"
"Nov 09, 2017","630.52","632.10","633.34","629.86","-0.19%"
"Nov 08, 2017","631.70","634.66","634.66","630.00","-0.43%"
"Nov 07, 2017","634.45","632.58","636.10","632.58","0.22%"
"Nov 06, 2017","633.04","632.60","634.96","632.15","-0.23%"
"Nov 03, 2017","634.50","629.85","635.40","626.48","0.87%"
"Nov 02, 2017","629.00","634.71","635.00","627.63","-0.99%"
"Nov 01, 2017","635.30","636.10","636.45","634.50","-0.18%"
"Oct 31, 2017","636.45","638.00","639.56","634.80","-0.45%"
"Oct 30, 2017","639.30","634.75","639.80","633.40","0.61%"
"Oct 27, 2017","635.42","635.41","636.66","634.77","0.09%"
"Oct 26, 2017","634.86","629.50","635.70","627.50","0.84%"
"Oct 25, 2017","629.57","632.37","634.77","629.07","-0.47%"
"Oct 24, 2017","632.55","632.35","633.47","630.80","-0.16%"
"Oct 23, 2017","633.55","629.85","633.55","629.27","0.80%"
"Oct 20, 2017","628.55","625.10","630.27","625.10","0.49%"
"Oct 19, 2017","625.49","626.21","626.81","624.01","0.05%"
"Oct 18, 2017","625.17","622.08","627.71","621.88","0.56%"
"Oct 17, 2017","621.69","620.71","624.10","619.67","0.40%"
"Oct 16, 2017","619.20","624.01","624.01","619.06","-0.66%"
"Oct 13, 2017","623.32","624.11","625.11","620.73","-0.18%"
"Oct 12, 2017","624.47","626.79","626.79","624.40","-0.36%"
"Oct 11, 2017","626.75","629.86","629.86","625.65","-0.44%"
"Oct 10, 2017","629.55","633.51","634.10","627.82","-0.61%"
"Oct 09, 2017","633.40","633.60","633.60","633.40","0.03%"
"Oct 06, 2017","633.22","629.85","635.41","629.35","0.74%"
