"Date","Price","Open","High","Low","Change %"
"Mar 04, 2020","819.38","813.51","820.00","803.55","0.84%"
"Mar 03, 2020","812.53","812.30","815.22","800.11","0.12%"
"Mar 02, 2020","811.52","817.92","823.83","811.49","-0.70%"
"Feb 28, 2020","817.21","813.97","822.50","813.97","0.49%"
"Feb 27, 2020","813.26","812.08","818.33","811.66","0.24%"
"Feb 26, 2020","811.30","813.13","816.24","806.83","-0.13%"
"Feb 25, 2020","812.35","808.01","813.50","804.16","0.66%"
"Feb 24, 2020","807.03","803.03","813.56","803.03","0.59%"
"Feb 21, 2020","802.31","807.53","813.64","801.60","-0.57%"
"Feb 20, 2020","806.88","796.66","808.38","796.66","1.37%"
"Feb 19, 2020","795.94","797.40","799.93","794.65","-0.08%"
"Feb 18, 2020","796.60","793.25","799.55","793.20","0.44%"
"Feb 17, 2020","793.10","791.85","796.04","787.24","0.24%"
"Feb 14, 2020","791.20","794.13","797.09","789.69","-0.30%"
"Feb 13, 2020","793.60","791.10","798.13","791.10","0.38%"
"Feb 12, 2020","790.58","791.76","791.76","785.71","-0.12%"
"Feb 11, 2020","791.50","793.85","795.91","788.96","-0.21%"
"Feb 10, 2020","793.14","791.78","799.07","790.17","0.25%"
"Feb 07, 2020","791.13","783.83","795.27","783.83","1.03%"
"Feb 06, 2020","783.05","776.65","784.85","774.23","0.93%"
"Feb 05, 2020","775.87","781.65","781.65","773.58","-0.69%"
"Feb 04, 2020","781.30","787.45","787.45","778.22","-0.66%"
"Feb 03, 2020","786.50","800.30","800.39","783.75","-1.61%"
"Jan 31, 2020","799.33","797.26","802.39","796.20","0.39%"
"Jan 30, 2020","796.25","792.68","801.47","792.68","0.54%"
"Jan 29, 2020","792.00","785.77","794.20","785.60","0.88%"
"Jan 28, 2020","785.12","788.16","790.70","785.44","-0.31%"
"Jan 27, 2020","787.60","777.92","791.65","777.92","1.46%"
"Jan 24, 2020","776.23","776.96","779.01","774.34","0.03%"
"Jan 23, 2020","776.00","771.38","778.97","766.79","0.70%"
"Jan 22, 2020","770.60","774.50","774.50","770.43","-0.40%"
"Jan 21, 2020","773.72","770.80","775.01","767.93","0.55%"
"Jan 20, 2020","769.50","773.92","774.20","768.16","-0.47%"
"Jan 17, 2020","773.14","776.41","776.41","768.65","-0.33%"
"Jan 16, 2020","775.69","775.33","777.23","770.59","0.14%"
"Jan 15, 2020","774.60","770.14","776.18","768.88","0.66%"
"Jan 14, 2020","769.49","774.58","778.12","767.08","-0.59%"
"Jan 13, 2020","774.06","773.76","780.11","773.39","0.17%"
"Jan 10, 2020","772.78","768.28","774.28","766.26","0.69%"
"Jan 09, 2020","767.50","757.97","769.67","757.97","1.29%"
"Jan 08, 2020","757.75","770.08","772.79","757.52","-1.48%"
"Jan 07, 2020","769.12","773.60","777.34","768.41","-0.48%"
"Jan 06, 2020","772.82","764.33","775.02","764.33","1.20%"
"Jan 03, 2020","763.68","749.28","764.85","749.28","2.01%"
"Jan 02, 2020","748.63","751.95","756.47","749.28","-0.44%"
"Jan 01, 2020","751.95","751.95","751.95","751.95","0.06%"
"Dec 31, 2019","751.50","753.38","753.38","751.94","-0.08%"
"Dec 30, 2019","752.08","748.35","753.95","743.50","0.59%"
"Dec 27, 2019","747.70","746.05","750.00","742.88","0.31%"
"Dec 26, 2019","745.40","750.28","750.50","744.50","-0.79%"
"Dec 25, 2019","751.34","749.03","751.49","749.03","0.40%"
"Dec 24, 2019","748.38","752.85","752.94","747.40","-0.51%"
"Dec 23, 2019","752.20","757.00","758.20","751.56","-0.55%"
"Dec 20, 2019","756.35","754.12","757.00","746.34","0.38%"
"Dec 19, 2019","753.47","751.71","754.90","750.24","0.34%"
"Dec 18, 2019","750.90","756.10","758.03","750.32","-0.65%"
"Dec 17, 2019","755.80","761.50","761.50","754.27","-0.68%"
"Dec 16, 2019","761.00","764.40","767.13","759.93","-0.34%"
"Dec 13, 2019","763.62","768.37","769.76","760.39","-0.52%"
"Dec 12, 2019","767.60","770.63","771.75","765.25","-0.22%"
"Dec 11, 2019","769.33","780.10","780.10","767.71","-1.30%"
"Dec 10, 2019","779.45","773.63","780.46","772.89","0.90%"
"Dec 09, 2019","772.50","776.75","776.75","767.22","-0.45%"
"Dec 06, 2019","775.97","782.05","783.50","774.65","-0.62%"
"Dec 05, 2019","780.80","787.75","787.77","780.19","-0.78%"
"Dec 04, 2019","786.97","803.15","803.15","786.98","-1.87%"
"Dec 03, 2019","801.98","803.75","806.86","798.48","-0.18%"
"Dec 02, 2019","803.40","798.55","809.15","798.20","0.03%"
"Nov 29, 2019","803.12","828.92","828.92","796.67","-2.98%"
"Nov 28, 2019","827.80","818.00","838.69","818.00","1.35%"
"Nov 27, 2019","816.80","798.66","820.22","796.59","2.45%"
"Nov 26, 2019","797.30","792.03","801.22","789.28","0.75%"
"Nov 25, 2019","791.35","799.91","799.91","787.08","-0.95%"
"Nov 22, 2019","798.93","795.75","801.50","792.40","0.49%"
"Nov 21, 2019","795.05","791.10","799.49","790.72","0.62%"
"Nov 20, 2019","790.13","787.51","802.42","787.51","0.46%"
"Nov 19, 2019","786.53","776.51","789.41","772.09","1.42%"
"Nov 18, 2019","775.53","772.10","780.35","762.25","0.16%"
"Nov 15, 2019","774.30","803.42","803.42","774.51","-3.47%"
"Nov 14, 2019","802.12","794.63","808.10","790.01","1.07%"
"Nov 13, 2019","793.65","780.50","799.82","780.50","1.77%"
"Nov 12, 2019","779.85","759.05","800.38","759.05","2.81%"
"Nov 11, 2019","758.50","747.92","759.87","747.47","1.52%"
"Nov 08, 2019","747.14","742.00","748.15","742.00","0.78%"
"Nov 07, 2019","741.35","740.20","743.66","735.46","0.26%"
"Nov 06, 2019","739.42","747.98","749.33","739.29","-1.08%"
"Nov 05, 2019","747.50","741.50","750.35","740.12","0.90%"
"Nov 04, 2019","740.85","740.75","741.91","732.66","0.03%"
"Nov 01, 2019","740.60","741.58","742.42","739.96","0.00%"
"Oct 31, 2019","740.60","739.41","741.97","738.71","0.29%"
"Oct 30, 2019","738.43","728.01","741.97","726.54","1.54%"
"Oct 29, 2019","727.20","723.60","729.55","722.97","0.57%"
"Oct 28, 2019","723.05","727.00","728.59","721.22","-0.45%"
"Oct 25, 2019","726.35","724.71","729.26","723.11","0.36%"
"Oct 24, 2019","723.73","726.51","727.10","720.44","-0.25%"
"Oct 23, 2019","725.53","724.51","728.77","722.29","0.24%"
"Oct 22, 2019","723.80","725.75","729.13","721.83","-0.27%"
"Oct 21, 2019","725.73","710.67","728.09","710.67","2.19%"
"Oct 18, 2019","710.19","711.95","712.49","707.92","-0.17%"
"Oct 17, 2019","711.40","716.83","718.20","711.28","-0.68%"
"Oct 16, 2019","716.30","715.82","720.93","713.68","0.19%"
"Oct 15, 2019","714.95","713.41","717.38","711.89","0.35%"
"Oct 14, 2019","712.43","710.46","714.14","709.94","0.42%"
"Oct 11, 2019","709.48","719.00","719.00","709.58","-1.25%"
"Oct 10, 2019","718.48","723.79","724.23","717.03","-0.65%"
"Oct 09, 2019","723.20","725.50","725.72","722.05","-0.28%"
"Oct 08, 2019","725.24","718.85","725.78","718.85","0.93%"
